City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Rain (inches),Snow (inches)
599,Sao Miguel Do Oeste,IT,37.3,14.21,70.0,44,0,1.99,clear sky,0.0,0.0
600,Dingzhou,CN,38.51,115.0,93.2,36,0,11.18,clear sky,0.0,0.0
601,Estelle,US,29.85,-90.11,80.6,74,1,3.36,clear sky,0.0,0.0
602,Flinders,AU,-34.58,150.86,64.0,47,21,8.99,few clouds,0.0,0.0
603,Coolum Beach,AU,-26.53,153.1,70.0,79,60,3.0,broken clouds,0.0,0.0
604,Ajuchitlan,MX,20.72,-100.02,68.0,52,5,10.29,clear sky,0.0,0.0
605,Kawalu,ID,-7.38,108.21,81.61,71,100,4.83,light rain,0.61,0.0
606,Kortkeros,RU,61.81,51.58,42.8,87,90,6.71,light intensity shower rain,0.0,0.0
607,Dumas,US,35.87,-101.97,73.99,83,1,11.41,clear sky,0.0,0.0
608,Balagansk,RU,54.01,103.05,75.79,43,8,1.21,clear sky,0.0,0.0
609,Tezu,IN,27.92,96.17,86.54,78,74,1.48,moderate rain,1.78,0.0
610,Skagastrond,IN,27.92,96.17,86.54,78,74,1.48,moderate rain,1.78,0.0
611,Concordia,AR,-31.39,-58.02,77.0,78,100,7.0,light rain,0.2,0.0
612,Kurmanayevka,RU,52.51,52.07,71.22,75,3,12.08,clear sky,0.0,0.0
613,Envira,BR,-7.3,-70.22,71.65,96,42,0.83,scattered clouds,0.0,0.0
614,Rio Gallegos,AR,-51.62,-69.22,33.8,80,48,11.41,scattered clouds,0.0,0.0
